current_weight,desired_weight,recommended_calories,diet_type,meals,what_to_eat
101.3,95.2,2249,low carb,Intermittent fasting (2 meals),"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
56.7,44.3,1172,low carb,3 meals + 2 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
116.5,131.5,4239,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
70.1,66.3,1583,vegan,Intermittent fasting (2 meals),"Quinoa, chickpeas, spinach, almonds, soy milk"
64.1,79.0,2366,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
72.0,65.5,1514,vegan,2 meals + 3 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
118.1,131.5,4460,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
96.8,95.2,2263,vegan,2 meals + 3 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
90.6,99.9,3401,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
100.4,86.1,2283,low carb,3 meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
46.7,50.7,1868,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
117.0,105.1,2809,keto,4 small meals,"Avocado, cheese, eggs, fatty fish, nuts"
101.9,95.8,2320,keto,Intermittent fasting (2 meals),"Avocado, cheese, eggs, fatty fish, nuts"
76.2,82.6,2817,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
103.2,98.3,2386,vegan,3 meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
82.3,83.0,3161,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
87.7,97.3,3467,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
49.6,43.9,990,low carb,4 small meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
118.8,109.1,2790,keto,3 meals,"Avocado, cheese, eggs, fatty fish, nuts"
103.9,118.0,3957,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
53.4,62.0,2264,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
92.8,86.4,2177,keto,3 meals,"Avocado, cheese, eggs, fatty fish, nuts"
106.0,104.2,2524,low carb,Intermittent fasting (2 meals),"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
65.9,57.5,1446,keto,3 meals,"Avocado, cheese, eggs, fatty fish, nuts"
83.6,76.1,1824,keto,3 meals + 2 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
101.8,106.1,3713,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
56.6,47.9,1278,vegan,Intermittent fasting (2 meals),"Quinoa, chickpeas, spinach, almonds, soy milk"
99.6,98.8,2256,low carb,3 meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
94.0,83.5,2101,keto,3 meals + 2 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
45.7,33.7,973,keto,3 meals + 2 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
68.6,55.4,1459,vegan,4 small meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
103.8,118.4,4017,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
67.2,80.7,2709,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
100.3,105.0,3900,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
74.5,73.6,1719,low carb,2 meals + 3 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
46.6,39.2,890,vegan,4 small meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
64.4,73.8,2402,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
114.2,127.9,4184,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
100.3,87.0,2214,keto,Intermittent fasting (2 meals),"Avocado, cheese, eggs, fatty fish, nuts"
52.8,54.7,2074,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
79.7,67.7,1859,low carb,3 meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
98.5,106.4,3558,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
99.4,109.9,3814,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
80.9,67.6,1838,vegan,4 small meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
73.4,71.7,1730,low carb,3 meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
116.6,117.8,4371,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
73.6,79.3,2759,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
69.4,74.7,2694,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
78.7,77.7,1784,keto,4 small meals,"Avocado, cheese, eggs, fatty fish, nuts"
57.9,67.5,2317,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
92.7,92.9,3361,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
75.8,88.2,2836,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
116.1,105.6,2701,low carb,Intermittent fasting (2 meals),"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
55.0,41.0,1249,low carb,4 small meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
69.1,78.6,2630,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
111.4,125.0,4287,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
51.1,36.2,1154,vegan,3 meals + 2 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
80.2,83.1,3173,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
117.8,125.8,4363,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
105.2,112.6,3869,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
106.7,117.0,4036,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
62.0,61.3,1393,vegan,2 meals + 3 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
101.9,94.8,2376,vegan,2 meals + 3 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
71.2,64.2,1601,keto,4 small meals,"Avocado, cheese, eggs, fatty fish, nuts"
100.7,100.9,3677,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
107.3,118.3,3970,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
53.1,63.7,2227,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
48.7,36.4,1115,low carb,4 small meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
49.1,48.0,952,vegan,4 small meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
67.5,62.6,1440,low carb,3 meals + 2 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
111.4,106.3,2571,vegan,3 meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
109.8,107.3,2542,keto,3 meals,"Avocado, cheese, eggs, fatty fish, nuts"
101.1,112.2,3720,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
108.1,115.8,4030,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
66.0,67.6,2457,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
85.0,70.5,1965,vegan,3 meals + 2 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
83.3,87.5,3046,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
88.8,78.6,2084,vegan,2 meals + 3 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
92.4,93.0,3399,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
55.5,49.5,1119,vegan,3 meals + 2 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
101.7,97.8,2404,low carb,3 meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
60.9,54.6,1377,low carb,3 meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
54.2,54.7,2286,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
69.1,68.0,1599,keto,3 meals + 2 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
87.6,91.7,3461,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
91.4,104.4,3429,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
84.7,77.2,1968,keto,4 small meals,"Avocado, cheese, eggs, fatty fish, nuts"
47.5,55.9,1907,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
105.7,95.5,2421,vegan,4 small meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
48.4,35.6,1064,vegan,3 meals + 2 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
74.4,71.7,1677,vegan,2 meals + 3 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
89.5,81.0,2040,vegan,Intermittent fasting (2 meals),"Quinoa, chickpeas, spinach, almonds, soy milk"
99.4,92.0,2204,vegan,3 meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
95.2,90.2,2151,low carb,4 small meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
77.7,88.2,3062,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
51.2,60.9,2135,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
94.4,80.7,2236,keto,3 meals + 2 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
109.3,104.9,2504,keto,3 meals,"Avocado, cheese, eggs, fatty fish, nuts"
62.7,69.0,2411,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
58.7,54.6,1289,vegan,4 small meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
71.8,66.6,1559,vegan,4 small meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
99.6,108.8,3768,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
45.3,37.8,879,vegan,Intermittent fasting (2 meals),"Quinoa, chickpeas, spinach, almonds, soy milk"
118.2,128.5,4345,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
104.9,96.9,2362,keto,3 meals + 2 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
118.8,122.3,4433,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
54.5,65.1,2280,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
70.3,55.8,1652,vegan,2 meals + 3 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
101.7,116.6,3747,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
72.8,62.5,1578,low carb,3 meals + 2 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
74.4,83.7,2781,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
92.9,105.9,3584,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
73.8,69.0,1567,low carb,3 meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
70.4,58.0,1503,keto,3 meals,"Avocado, cheese, eggs, fatty fish, nuts"
118.7,118.0,2779,keto,3 meals,"Avocado, cheese, eggs, fatty fish, nuts"
78.5,87.3,3063,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
67.5,82.2,2638,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
84.4,70.7,1842,low carb,3 meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
106.8,102.7,2494,keto,4 small meals,"Avocado, cheese, eggs, fatty fish, nuts"
118.3,113.6,2714,low carb,3 meals + 2 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
76.5,75.2,1629,keto,3 meals + 2 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
62.0,56.2,1271,low carb,Intermittent fasting (2 meals),"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
45.8,45.2,893,low carb,3 meals + 2 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
90.0,78.2,1989,low carb,Intermittent fasting (2 meals),"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
101.4,100.7,2367,keto,4 small meals,"Avocado, cheese, eggs, fatty fish, nuts"
49.3,53.9,1986,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
64.9,76.9,2589,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
53.4,44.2,1157,keto,3 meals,"Avocado, cheese, eggs, fatty fish, nuts"
108.6,108.5,2485,vegan,Intermittent fasting (2 meals),"Quinoa, chickpeas, spinach, almonds, soy milk"
62.4,73.0,2538,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
49.3,42.0,1095,low carb,Intermittent fasting (2 meals),"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
58.1,49.7,1236,keto,2 meals + 3 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
67.8,64.3,1590,keto,Intermittent fasting (2 meals),"Avocado, cheese, eggs, fatty fish, nuts"
45.7,36.6,968,vegan,4 small meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
99.3,110.5,3807,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
78.0,77.0,1845,vegan,3 meals + 2 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
46.5,58.6,1919,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
49.7,37.3,995,low carb,3 meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
102.9,114.9,3932,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
76.2,75.0,1687,keto,3 meals + 2 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
103.4,107.0,3732,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
67.4,65.0,1584,keto,3 meals,"Avocado, cheese, eggs, fatty fish, nuts"
93.0,90.1,2089,vegan,2 meals + 3 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
60.0,73.2,2457,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
110.9,100.3,2555,keto,Intermittent fasting (2 meals),"Avocado, cheese, eggs, fatty fish, nuts"
49.7,47.7,1035,low carb,Intermittent fasting (2 meals),"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
82.4,70.5,1843,vegan,Intermittent fasting (2 meals),"Quinoa, chickpeas, spinach, almonds, soy milk"
97.7,93.7,2190,low carb,3 meals + 2 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
80.8,77.8,1812,low carb,4 small meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
95.8,101.0,3496,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
67.1,63.5,1383,low carb,2 meals + 3 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
53.1,65.0,2114,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
54.2,49.5,1200,low carb,3 meals + 2 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
60.7,65.0,2353,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
113.1,124.2,4095,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
83.0,88.0,3044,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
115.9,118.6,4194,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
85.4,71.6,2018,keto,Intermittent fasting (2 meals),"Avocado, cheese, eggs, fatty fish, nuts"
106.5,114.7,3965,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
105.9,109.0,3949,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
54.7,68.0,2035,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
96.1,106.4,3476,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
88.6,97.4,3305,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
114.7,120.7,4378,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
70.3,60.1,1474,keto,3 meals + 2 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
85.1,89.5,3291,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
117.5,109.5,2700,keto,2 meals + 3 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
46.8,53.5,2017,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
115.8,113.3,2705,low carb,4 small meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
75.6,60.7,1704,vegan,3 meals + 2 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
78.9,86.8,3056,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
115.1,129.7,4143,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
117.0,126.0,4427,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
81.3,92.7,3141,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
85.2,72.5,2021,keto,3 meals,"Avocado, cheese, eggs, fatty fish, nuts"
84.7,82.5,1828,low carb,2 meals + 3 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
87.8,83.2,2053,low carb,3 meals + 2 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
55.4,57.6,2288,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
79.4,82.9,3135,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
98.1,95.9,2202,low carb,3 meals + 2 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
104.7,108.0,3854,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
85.6,75.2,2032,keto,Intermittent fasting (2 meals),"Avocado, cheese, eggs, fatty fish, nuts"
89.6,75.8,1961,keto,3 meals,"Avocado, cheese, eggs, fatty fish, nuts"
55.3,46.8,1143,keto,Intermittent fasting (2 meals),"Avocado, cheese, eggs, fatty fish, nuts"
103.8,98.5,2360,vegan,Intermittent fasting (2 meals),"Quinoa, chickpeas, spinach, almonds, soy milk"
109.9,105.5,2612,keto,2 meals + 3 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
78.4,79.2,3144,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
92.7,105.9,3479,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
86.2,84.9,2022,keto,3 meals + 2 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
55.2,58.1,2193,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
108.0,119.4,3910,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
116.1,102.5,2802,keto,Intermittent fasting (2 meals),"Avocado, cheese, eggs, fatty fish, nuts"
91.4,106.0,3454,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
91.3,100.8,3581,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
82.0,77.8,1923,vegan,3 meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
110.5,104.4,2508,low carb,3 meals + 2 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
118.8,124.4,4463,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
62.9,54.8,1445,vegan,2 meals + 3 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
67.5,74.4,2726,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
50.3,41.9,1105,keto,4 small meals,"Avocado, cheese, eggs, fatty fish, nuts"
91.0,101.1,3389,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
93.1,85.1,2037,keto,3 meals,"Avocado, cheese, eggs, fatty fish, nuts"
114.5,108.9,2601,low carb,Intermittent fasting (2 meals),"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
64.2,59.2,1483,low carb,3 meals + 2 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
